Data,Filial,Código do Cliente,Código do Produto,Quantidade,Preço,Valor Total
44437,Canário,C4175,P9831,309,53,16377
44437,Canário,C4446,P4169,28,133,3724
44437,Canário,C4563,P1257,25,191,4775
44437,Canário,C7660,P3518,83,111,9213
44437,Canário,C9793,P2007,325,196,63700
44438,Canário,C1272,P7855,139,110,15290
44438,Canário,C1822,P7244,246,184,45264
44438,Canário,C3050,P1551,152,52,7904
44438,Canário,C3078,P7636,75,83,6225
44438,Canário,C4638,P7289,167,16,2672
44438,Canário,C4706,P8610,213,163,34719
44438,Canário,C6176,P8261,231,68,15708
44438,Canário,C6922,P2555,391,74,28934
44438,Canário,C7162,P7425,373,62,23126
44438,Canário,C7445,P8913,293,37,10841
44438,Canário,C7650,P1495,23,197,4531
44438,Canário,C7832,P4375,218,52,11336
44438,Canário,C9950,P9640,254,89,22606
44439,Canário,C1068,P9292,125,138,17250
44439,Canário,C3182,P6718,322,61,19642
44439,Canário,C3987,P7056,376,119,44744
44439,Canário,C4662,P6900,167,142,23714
44439,Canário,C5608,P3028,144,182,26208
44439,Canário,C6297,P6732,43,188,8084
44439,Canário,C6700,P8183,398,21,8358
44439,Canário,C7277,P1347,47,171,8037
44439,Canário,C8670,P9800,383,112,42896
44439,Canário,C9304,P2099,60,64,3840
44439,Canário,C9429,P7500,27,94,2538
44439,Canário,C9989,P2475,69,73,5037
44440,Canário,C1038,P1987,345,94,32430
44440,Canário,C3232,P5794,263,118,31034
44440,Canário,C4704,P7554,314,198,62172
44440,Canário,C4810,P8147,302,147,44394
44440,Canário,C5388,P4620,333,61,20313
44440,Canário,C5693,P2247,304,160,48640
44440,Canário,C5893,P8280,287,118,33866
44440,Canário,C6181,P6517,303,75,22725
44440,Canário,C6254,P7877,146,116,16936
44440,Canário,C6552,P3336,389,103,40067
44440,Canário,C6746,P1531,142,139,19738
44440,Canário,C7289,P2807,238,21,4998
44440,Canário,C8041,P8994,345,60,20700
44440,Canário,C8268,P3568,93,55,5115
44440,Canário,C8946,P5086,365,99,36135
44440,Canário,C9934,P2614,214,158,33812
44440,Canário,C9976,P5668,278,155,43090
44441,Canário,C2078,P5665,350,125,43750
44441,Canário,C2375,P8469,11,135,1485
44441,Canário,C2953,P6143,391,20,7820
44441,Canário,C5480,P7207,179,121,21659
44441,Canário,C5745,P6287,36,149,5364
44441,Canário,C5943,P6611,112,19,2128
44441,Canário,C5965,P8148,289,39,11271
44441,Canário,C6004,P2475,338,143,48334
44441,Canário,C6106,P3938,211,20,4220
44441,Canário,C8583,P6670,175,29,5075
44442,Canário,C5874,P9781,117,137,16029
44442,Canário,C7844,P2398,101,37,3737
44442,Canário,C9043,P1255,376,192,72192
44443,Canário,C2914,P9125,151,16,2416
44443,Canário,C6843,P4754,79,105,8295
44443,Canário,C8324,P8246,306,142,43452
44443,Canário,C9132,P9058,101,58,5858
44444,Canário,C1416,P4589,168,52,8736
44444,Canário,C8043,P3630,252,112,28224
44444,Canário,C8846,P2749,58,156,9048
44444,Canário,C9838,P9024,212,151,32012
44445,Canário,C1506,P4755,200,128,25600
44445,Canário,C1768,P5017,116,84,9744
44445,Canário,C4426,P7029,400,35,14000
44445,Canário,C4805,P9324,206,130,26780
44445,Canário,C5767,P1241,263,16,4208
44445,Canário,C5858,P6208,128,167,21376
44445,Canário,C6037,P9815,150,135,20250
44445,Canário,C6835,P8895,159,94,14946
44445,Canário,C8033,P2353,308,162,49896
44445,Canário,C8190,P9822,279,197,54963
44445,Canário,C8349,P2620,139,39,5421
44445,Canário,C9165,P4399,95,95,9025
44445,Canário,C9923,P7789,139,123,17097
44445,Canário,C9932,P7120,399,137,54663
44446,Canário,C1028,P1926,103,20,2060
44446,Canário,C1627,P7736,352,174,61248
44446,Canário,C2338,P7578,302,113,34126
44446,Canário,C4744,P7024,246,187,46002
44446,Canário,C6544,P3002,161,114,18354
44446,Canário,C7291,P2551,387,11,4257
44446,Canário,C7465,P3719,304,143,43472
44447,Canário,C1688,P8999,311,193,60023
44447,Canário,C1706,P2698,258,99,25542
44447,Canário,C2515,P7274,276,167,46092
44447,Canário,C2710,P6669,379,173,65567
44447,Canário,C2809,P8404,238,157,37366
44447,Canário,C3182,P6151,297,50,14850
44447,Canário,C4244,P9257,56,118,6608
44447,Canário,C5200,P5917,250,143,35750
44447,Canário,C5203,P1445,98,111,10878
44447,Canário,C7351,P7105,48,134,6432
44447,Canário,C7369,P2458,186,17,3162
44447,Canário,C8139,P5199,388,101,39188
44447,Canário,C8947,P5265,66,53,3498
44447,Canário,C9361,P5612,347,127,44069
44448,Canário,C1616,P8094,310,159,49290
44448,Canário,C1629,P3409,259,148,38332
44448,Canário,C1875,P4282,220,153,33660
44448,Canário,C2501,P7158,103,103,10609
44448,Canário,C2503,P6723,160,139,22240
44448,Canário,C3263,P9841,218,60,13080
44448,Canário,C3847,P1863,387,176,68112
44448,Canário,C4375,P4515,151,114,17214
44448,Canário,C4933,P5616,146,102,14892
44448,Canário,C4979,P5855,248,44,10912
44448,Canário,C5122,P2118,302,75,22650
44448,Canário,C6890,P5027,214,187,40018
44448,Canário,C6920,P6622,86,143,12298
44448,Canário,C7625,P2371,132,78,10296
44448,Canário,C8281,P2352,227,102,23154
44448,Canário,C8576,P6792,180,47,8460
44449,Canário,C1783,P9659,373,170,63410
44449,Canário,C1998,P1572,363,153,55539
44449,Canário,C2459,P3812,156,148,23088
44449,Canário,C2921,P1562,288,69,19872
44449,Canário,C3137,P4876,195,185,36075
44449,Canário,C3137,P6076,153,156,23868
44449,Canário,C3498,P2072,137,50,6850
44449,Canário,C3788,P6018,60,95,5700
44449,Canário,C3895,P9920,39,190,7410
44449,Canário,C4320,P2254,380,66,25080
44449,Canário,C4820,P8275,63,171,10773
44449,Canário,C7303,P3409,130,93,12090
44449,Canário,C7871,P9552,292,183,53436
44449,Canário,C9094,P3366,168,151,25368
44449,Canário,C9412,P4398,14,35,490
44449,Canário,C9697,P4251,32,75,2400
44450,Canário,C1437,P4651,246,48,11808
44450,Canário,C1889,P8760,128,190,24320
44450,Canário,C2316,P1112,367,108,39636
44450,Canário,C2601,P9511,153,142,21726
44450,Canário,C2745,P5774,207,172,35604
44450,Canário,C4148,P6959,328,70,22960
44450,Canário,C5439,P2548,91,191,17381
44451,Canário,C1120,P5273,200,141,28200
44451,Canário,C1246,P1693,65,23,1495
44451,Canário,C1575,P2511,13,119,1547
44451,Canário,C2085,P7409,114,41,4674
44451,Canário,C3409,P9577,222,94,20868
44451,Canário,C3857,P7502,65,99,6435
44451,Canário,C4303,P6318,84,75,6300
44451,Canário,C4795,P8517,238,92,21896
44451,Canário,C6318,P5609,296,119,35224
44451,Canário,C7644,P5396,386,81,31266
44451,Canário,C8716,P4089,79,53,4187
44451,Canário,C9049,P5400,56,50,2800
44451,Canário,C9495,P3306,392,13,5096
44452,Canário,C1927,P1284,161,174,28014
44452,Canário,C3151,P8608,377,67,25259
44452,Canário,C3578,P8760,267,14,3738
44452,Canário,C4541,P4277,199,195,38805
44452,Canário,C4985,P5474,236,71,16756
44452,Canário,C5469,P3106,355,34,12070
44452,Canário,C9678,P2150,378,182,68796
44453,Canário,C1274,P2232,39,14,546
44453,Canário,C3419,P7871,90,186,16740
44453,Canário,C5242,P2096,90,29,2610
44453,Canário,C8391,P3908,220,55,12100
44453,Canário,C9159,P6175,291,90,26190
44453,Canário,C9231,P6334,177,160,28320
44453,Canário,C9831,P7200,142,42,5964
44454,Canário,C1136,P7370,90,89,8010
44454,Canário,C1801,P5028,254,149,37846
44454,Canário,C1837,P6389,329,84,27636
44454,Canário,C2319,P5203,116,167,19372
44454,Canário,C2376,P2228,112,176,19712
44454,Canário,C2610,P3459,30,166,4980
44454,Canário,C3667,P5617,308,136,41888
44454,Canário,C4368,P4182,315,125,39375
44454,Canário,C4762,P9156,168,83,13944
44454,Canário,C5809,P2983,186,38,7068
44454,Canário,C6134,P9927,86,143,12298
44454,Canário,C6165,P7486,140,32,4480
44454,Canário,C6622,P3088,52,74,3848
44454,Canário,C7007,P1841,70,193,13510
44454,Canário,C7465,P8097,173,22,3806
44454,Canário,C7810,P8305,76,69,5244
44454,Canário,C7954,P6968,46,41,1886
44454,Canário,C9498,P4397,323,117,37791
44455,Canário,C1307,P7773,383,23,8809
44455,Canário,C1426,P8171,371,36,13356
44455,Canário,C1472,P1810,390,111,43290
44455,Canário,C2273,P3018,330,97,32010
44455,Canário,C2914,P4375,94,177,16638
44455,Canário,C3156,P5209,257,97,24929
44455,Canário,C3468,P8747,282,35,9870
44455,Canário,C3575,P1994,70,153,10710
44455,Canário,C4754,P3389,174,58,10092
44455,Canário,C4853,P3469,233,65,15145
44455,Canário,C4988,P4911,367,197,72299
44455,Canário,C5114,P7930,316,137,43292
44455,Canário,C5535,P1425,36,90,3240
44455,Canário,C6123,P9831,202,122,24644
44455,Canário,C7422,P8787,43,134,5762
44455,Canário,C8145,P7689,268,172,46096
44455,Canário,C8191,P9127,329,86,28294
44455,Canário,C8916,P7594,220,160,35200
44455,Canário,C9076,P1592,39,164,6396
44456,Canário,C1755,P4207,384,100,38400
44456,Canário,C3041,P6649,317,152,48184
44456,Canário,C4081,P8963,16,165,2640
44456,Canário,C4211,P9166,394,50,19700
44456,Canário,C4715,P9062,125,146,18250
44456,Canário,C5373,P9062,119,21,2499
44456,Canário,C5509,P4359,12,102,1224
44456,Canário,C5725,P1236,184,17,3128
44456,Canário,C6811,P5444,176,141,24816
44456,Canário,C7133,P2459,102,191,19482
44456,Canário,C7472,P5464,68,58,3944
44456,Canário,C7525,P5760,257,129,33153
44456,Canário,C7884,P4591,101,120,12120
44456,Canário,C8171,P4009,176,196,34496
44456,Canário,C8611,P9222,133,97,12901
44456,Canário,C8795,P1921,268,23,6164
44456,Canário,C9771,P3408,341,171,58311
44456,Canário,C9943,P5302,85,34,2890
44457,Canário,C1424,P8769,272,48,13056
44457,Canário,C1743,P9801,118,123,14514
44457,Canário,C1962,P1753,296,192,56832
44457,Canário,C3756,P9983,116,137,15892
44457,Canário,C3764,P3895,352,22,7744
44457,Canário,C3789,P7106,227,61,13847
44457,Canário,C5363,P7785,176,71,12496
44457,Canário,C6232,P2060,279,169,47151
44457,Canário,C7815,P6560,147,76,11172
44457,Canário,C8424,P3448,382,17,6494
44457,Canário,C8666,P4737,387,135,52245
44457,Canário,C8777,P8677,163,124,20212
44458,Canário,C4069,P6921,57,17,969
44458,Canário,C6633,P4401,28,163,4564
44458,Canário,C7024,P6047,383,124,47492
44458,Canário,C7466,P9624,47,90,4230
44458,Canário,C8326,P6677,314,157,49298
44458,Canário,C8860,P1732,183,199,36417
44458,Canário,C9674,P6346,389,161,62629
44459,Canário,C3951,P7887,376,23,8648
44459,Canário,C5610,P6420,178,182,32396
44459,Canário,C6328,P7229,290,71,20590
44459,Canário,C6851,P7442,340,173,58820
44459,Canário,C7095,P7550,286,171,48906
44459,Canário,C8021,P5905,310,151,46810
44459,Canário,C8582,P6590,260,27,7020
44459,Canário,C9548,P1835,207,101,20907
44460,Canário,C1636,P4116,23,141,3243
44460,Canário,C2347,P3213,248,115,28520
44460,Canário,C2466,P4811,194,99,19206
44460,Canário,C2616,P6077,227,147,33369
44460,Canário,C2687,P2927,121,71,8591
44460,Canário,C2732,P8856,233,59,13747
44460,Canário,C3320,P9171,82,104,8528
44460,Canário,C4840,P2934,250,134,33500
44460,Canário,C5006,P9734,90,183,16470
44460,Canário,C5124,P2332,36,167,6012
44460,Canário,C5631,P4357,89,98,8722
44460,Canário,C6715,P7345,224,18,4032
44460,Canário,C8583,P7953,176,46,8096
44460,Canário,C9309,P8075,258,98,25284
44461,Canário,C2275,P1107,288,110,31680
44461,Canário,C2913,P9790,353,170,60010
44461,Canário,C4483,P1885,347,101,35047
44461,Canário,C5444,P6837,222,55,12210
44461,Canário,C7301,P7640,174,20,3480
44461,Canário,C7546,P4912,260,112,29120
44461,Canário,C7765,P1354,98,64,6272
44461,Canário,C8081,P5677,37,51,1887
44461,Canário,C9442,P8297,145,26,3770
44461,Canário,C9593,P3872,169,28,4732
44462,Canário,C1093,P7493,327,191,62457
44462,Canário,C2648,P9509,147,171,25137
44462,Canário,C3445,P2879,248,43,10664
44462,Canário,C3901,P4172,169,131,22139
44462,Canário,C3944,P2737,182,54,9828
44462,Canário,C4277,P4047,160,50,8000
44462,Canário,C5942,P8784,290,198,57420
44462,Canário,C5997,P9100,378,120,45360
44462,Canário,C7445,P4813,303,63,19089
44462,Canário,C7865,P4453,265,67,17755
44462,Canário,C8161,P3948,325,122,39650
44462,Canário,C9128,P7758,329,42,13818
44462,Canário,C9168,P9593,145,26,3770
44462,Canário,C9620,P6357,218,145,31610
44463,Canário,C1591,P2095,195,120,23400
44463,Canário,C1779,P2633,169,161,27209
44463,Canário,C2237,P1999,305,165,50325
44463,Canário,C2407,P5529,341,154,52514
44463,Canário,C3868,P7503,291,22,6402
44463,Canário,C3947,P5320,346,87,30102
44463,Canário,C7036,P5413,285,86,24510
44463,Canário,C7087,P1200,134,40,5360
44463,Canário,C7377,P1546,182,171,31122
44463,Canário,C7662,P5000,75,124,9300
44463,Canário,C7742,P5671,280,138,38640
44463,Canário,C7823,P2307,275,83,22825
44463,Canário,C7948,P8908,201,84,16884
44463,Canário,C8575,P9694,340,93,31620
44463,Canário,C9301,P2470,222,122,27084
44464,Canário,C1475,P8025,305,59,17995
44464,Canário,C2050,P2370,14,137,1918
44464,Canário,C2079,P5165,235,64,15040
44464,Canário,C4179,P3676,217,86,18662
44464,Canário,C4223,P7496,296,90,26640
44464,Canário,C4945,P3088,139,173,24047
44464,Canário,C5488,P1964,318,113,35934
44464,Canário,C6408,P8826,312,193,60216
44464,Canário,C6716,P8126,373,121,45133
44464,Canário,C7048,P4018,327,179,58533
44464,Canário,C7369,P5978,146,118,17228
44464,Canário,C8963,P5320,223,157,35011
44465,Canário,C1115,P6793,154,126,19404
44465,Canário,C1390,P6115,345,181,62445
44465,Canário,C2087,P5387,280,49,13720
44465,Canário,C3538,P5629,53,152,8056
44465,Canário,C5296,P7552,296,82,24272
44465,Canário,C7056,P5440,330,135,44550
44465,Canário,C7058,P7114,28,154,4312
44465,Canário,C7265,P4659,331,56,18536
44465,Canário,C7614,P9850,315,77,24255
44465,Canário,C8835,P3645,292,194,56648
44465,Canário,C9184,P1490,76,193,14668
44466,Canário,C3878,P4597,201,143,28743
44466,Canário,C4339,P5637,35,167,5845
44466,Canário,C6695,P5552,196,179,35084
44466,Canário,C6733,P6478,328,149,48872
44466,Canário,C6922,P8216,261,161,42021
44466,Canário,C7214,P8582,208,144,29952
44466,Canário,C9150,P2711,165,100,16500
44466,Canário,C9874,P2813,348,109,37932
44467,Canário,C2695,P6928,133,114,15162
44467,Canário,C3450,P7444,129,150,19350
44467,Canário,C3847,P2692,156,186,29016
44467,Canário,C4120,P3940,132,134,17688
44467,Canário,C4614,P3758,268,60,16080
44467,Canário,C5643,P4341,181,116,20996
44467,Canário,C8665,P7623,23,85,1955
44468,Canário,C1191,P3989,254,190,48260
44468,Canário,C2497,P2712,298,181,53938
44468,Canário,C2504,P2770,385,118,45430
44468,Canário,C4101,P3785,161,176,28336
44468,Canário,C5187,P9193,111,80,8880
44468,Canário,C6263,P3869,276,27,7452
44468,Canário,C9468,P5996,103,165,16995
44468,Canário,C9567,P7731,353,149,52597
44468,Canário,C9663,P5392,206,171,35226
44468,Canário,C9766,P9710,229,188,43052
44469,Canário,C2455,P3857,11,109,1199
44469,Canário,C2535,P9038,165,48,7920
44469,Canário,C3621,P2591,356,194,69064
44469,Canário,C3674,P1687,196,103,20188
44469,Canário,C3688,P8857,295,40,11800
44469,Canário,C5025,P8285,36,17,612
44469,Canário,C5480,P3868,49,17,833
44469,Canário,C5500,P4186,369,24,8856
44469,Canário,C6661,P4082,94,186,17484
44469,Canário,C8249,P7420,192,16,3072
44469,Canário,C8559,P2684,44,67,2948
44469,Canário,C8802,P3538,106,29,3074
44469,Canário,C9404,P8913,21,28,588
44470,Canário,C1284,P9139,366,50,18300
44470,Canário,C1470,P1857,400,19,7600
44470,Canário,C3664,P1610,211,124,26164
44470,Canário,C3853,P2148,185,164,30340
44470,Canário,C4349,P9331,29,155,4495
44470,Canário,C5041,P2874,159,84,13356
44470,Canário,C5201,P3471,61,146,8906
44470,Canário,C6146,P4089,88,69,6072
44470,Canário,C6448,P6187,211,199,41989
44470,Canário,C6459,P5083,137,59,8083
44470,Canário,C6759,P8361,320,118,37760
44470,Canário,C7445,P4246,278,52,14456
44470,Canário,C8118,P5271,129,195,25155
44470,Canário,C8236,P1614,401,98,39298
44470,Canário,C8392,P9083,371,133,49343
44470,Canário,C9853,P8948,288,18,5184
44471,Canário,C1004,P4232,38,62,2356
44471,Canário,C1265,P7330,205,114,23370
44471,Canário,C2740,P3418,145,191,27695
44471,Canário,C2796,P8698,24,45,1080
44471,Canário,C4575,P4794,345,121,41745
44471,Canário,C4782,P5195,15,161,2415
44471,Canário,C4932,P5552,365,196,71540
44471,Canário,C6311,P7289,53,15,795
44471,Canário,C6599,P1762,235,10,2350
44471,Canário,C7615,P6285,82,112,9184
44471,Canário,C8028,P8267,265,122,32330
44471,Canário,C8671,P4388,252,163,41076
44471,Canário,C8691,P8306,56,82,4592
44471,Canário,C9201,P5859,348,173,60204
44471,Canário,C9526,P2148,57,109,6213
44472,Canário,C1695,P7210,110,146,16060
44472,Canário,C2981,P3507,192,147,28224
44472,Canário,C3416,P6572,319,170,54230
44472,Canário,C3643,P8036,34,181,6154
44472,Canário,C4323,P8373,247,105,25935
44472,Canário,C4753,P4054,376,21,7896
44473,Canário,C1744,P9577,144,115,16560
44473,Canário,C2251,P4256,388,24,9312
44473,Canário,C2403,P5087,87,107,9309
44473,Canário,C2652,P5233,221,190,41990
44473,Canário,C2769,P2776,59,63,3717
44473,Canário,C3604,P5164,218,84,18312
44473,Canário,C4568,P6099,174,13,2262
44473,Canário,C4589,P1018,369,123,45387
44473,Canário,C4827,P8432,327,59,19293
44473,Canário,C5008,P8003,140,150,21000
44473,Canário,C5492,P6835,216,84,18144
44473,Canário,C5790,P2749,301,78,23478
44473,Canário,C6617,P3878,24,191,4584
44473,Canário,C7264,P4528,250,200,50000
44473,Canário,C8277,P9777,315,33,10395
44473,Canário,C8397,P7339,52,140,7280
44473,Canário,C8774,P9615,350,193,67550
44473,Canário,C9768,P3145,178,78,13884
44474,Canário,C3535,P7587,106,47,4982
44474,Canário,C4061,P9020,14,162,2268
44474,Canário,C6408,P6768,55,63,3465
44474,Canário,C7381,P2525,321,80,25680
44474,Canário,C8503,P4785,397,184,73048
44474,Canário,C9476,P1743,231,172,39732
44475,Canário,C1688,P6115,23,96,2208
44475,Canário,C1905,P7048,302,122,36844
44475,Canário,C2910,P5620,298,109,32482
44475,Canário,C4715,P8690,327,185,60495
44475,Canário,C5688,P7303,352,151,53152
44475,Canário,C6991,P9134,241,155,37355
44475,Canário,C7005,P7304,340,92,31280
44475,Canário,C7384,P3454,295,136,40120
44475,Canário,C8729,P8339,247,136,33592
44475,Canário,C9473,P5014,34,42,1428
44476,Canário,C1716,P9054,304,29,8816
44476,Canário,C1903,P6283,287,115,33005
44476,Canário,C2813,P8103,114,93,10602
44476,Canário,C3087,P7716,189,106,20034
44476,Canário,C3391,P6977,61,139,8479
44476,Canário,C7319,P8006,114,125,14250
44476,Canário,C7440,P1823,308,122,37576
44476,Canário,C9304,P5248,221,14,3094
44476,Canário,C9386,P2338,59,157,9263
44477,Canário,C1951,P5795,172,136,23392
44477,Canário,C2002,P3671,155,31,4805
44477,Canário,C2207,P7653,193,132,25476
44477,Canário,C2726,P9028,13,121,1573
44477,Canário,C2732,P5031,384,138,52992
44477,Canário,C3311,P4814,14,197,2758
44477,Canário,C3514,P5922,395,117,46215
44477,Canário,C3741,P6932,269,122,32818
44477,Canário,C4208,P5629,273,141,38493
44477,Canário,C4645,P7513,340,44,14960
44477,Canário,C5142,P8552,333,175,58275
44477,Canário,C5341,P5131,84,126,10584
44477,Canário,C5414,P5744,202,12,2424
44477,Canário,C6403,P9437,192,165,31680
44477,Canário,C6874,P2009,244,174,42456
44477,Canário,C7223,P3454,294,86,25284
44477,Canário,C8168,P9472,55,96,5280
44477,Canário,C8364,P4377,108,28,3024
44477,Canário,C8903,P7270,206,184,37904
44478,Canário,C1693,P1971,178,161,28658
44478,Canário,C1830,P2977,369,138,50922
44478,Canário,C3314,P5288,146,55,8030
44478,Canário,C3397,P8088,282,95,26790
44478,Canário,C5490,P9687,210,86,18060
44478,Canário,C6386,P8102,161,88,14168
44478,Canário,C8218,P5694,239,13,3107
44478,Canário,C9006,P5897,220,156,34320
44478,Canário,C9254,P2279,131,86,11266
44479,Canário,C1088,P2721,215,172,36980
44479,Canário,C1827,P6702,14,15,210
44479,Canário,C1867,P3593,328,109,35752
44479,Canário,C2045,P8089,135,47,6345
44479,Canário,C2163,P8033,281,54,15174
44479,Canário,C3054,P5500,361,148,53428
44479,Canário,C3592,P7938,227,107,24289
44479,Canário,C3979,P2654,35,158,5530
44479,Canário,C4217,P9614,151,87,13137
44479,Canário,C4220,P1379,166,94,15604
44479,Canário,C4983,P7371,273,197,53781
44479,Canário,C5924,P9606,303,12,3636
44479,Canário,C6770,P1144,271,118,31978
44479,Canário,C7879,P7343,281,77,21637
44479,Canário,C8198,P1030,319,130,41470
44479,Canário,C8304,P1623,306,79,24174
44479,Canário,C9430,P1521,263,135,35505
44479,Canário,C9915,P2462,372,52,19344
44480,Canário,C1025,P7747,166,19,3154
44480,Canário,C2190,P3172,129,149,19221
44480,Canário,C2216,P9238,154,137,21098
44480,Canário,C3329,P4075,45,48,2160
44480,Canário,C4485,P9623,372,170,63240
44480,Canário,C5604,P9009,400,91,36400
44480,Canário,C6001,P7858,302,40,12080
44480,Canário,C6488,P8819,310,192,59520
44480,Canário,C8357,P1628,221,191,42211
44480,Canário,C8509,P1713,194,119,23086
44480,Canário,C8846,P7553,20,84,1680
44480,Canário,C9084,P5058,294,197,57918
44480,Canário,C9433,P2449,236,190,44840
44481,Canário,C1110,P8166,284,159,45156
44481,Canário,C1889,P1238,355,67,23785
44481,Canário,C3142,P8502,252,130,32760
44481,Canário,C3503,P4497,236,24,5664
44481,Canário,C5737,P9686,129,26,3354
44481,Canário,C5932,P8627,390,26,10140
44481,Canário,C6271,P4286,156,62,9672
44481,Canário,C6292,P5368,99,75,7425
44481,Canário,C8695,P8376,121,169,20449
44481,Canário,C9083,P7602,270,145,39150
44481,Canário,C9203,P5910,123,26,3198
44482,Canário,C3038,P3128,330,148,48840
44482,Canário,C3068,P9687,385,37,14245
44482,Canário,C4360,P8131,297,107,31779
44482,Canário,C5010,P2655,181,107,19367
44482,Canário,C6201,P5509,85,53,4505
44482,Canário,C6215,P1570,151,198,29898
44482,Canário,C6565,P2270,85,146,12410
44482,Canário,C6952,P9587,159,109,17331
44482,Canário,C7250,P3846,52,125,6500
44482,Canário,C7961,P3397,119,106,12614
44482,Canário,C9513,P8683,133,148,19684
44482,Canário,C9590,P8881,206,112,23072
44483,Canário,C1169,P1319,28,149,4172
44483,Canário,C2451,P7031,156,71,11076
44483,Canário,C2731,P8792,61,153,9333
44483,Canário,C2859,P1175,108,158,17064
44483,Canário,C3035,P8508,166,193,32038
44483,Canário,C4841,P1234,177,102,18054
44483,Canário,C5540,P9980,243,19,4617
44483,Canário,C7482,P3857,114,102,11628
44483,Canário,C7953,P9484,274,31,8494
44483,Canário,C8600,P3988,259,179,46361
44483,Canário,C9625,P4533,374,150,56100
44483,Canário,C9736,P4418,43,29,1247
44484,Canário,C2789,P1490,354,137,48498
44484,Canário,C3365,P8145,54,170,9180
44484,Canário,C5087,P1816,254,149,37846
44484,Canário,C6811,P2106,45,37,1665
44484,Canário,C6981,P7744,115,201,23115
44484,Canário,C9159,P8108,361,164,59204
44484,Canário,C9204,P5037,81,152,12312
44484,Canário,C9277,P8051,116,170,19720
44484,Canário,C9357,P9177,162,190,30780
44484,Canário,C9511,P1027,151,125,18875
44484,Canário,C9800,P9464,125,52,6500
44485,Canário,C1553,P1415,64,53,3392
44485,Canário,C1852,P2293,330,170,56100
44485,Canário,C3441,P3542,294,59,17346
44485,Canário,C3720,P7392,334,82,27388
44485,Canário,C4673,P1632,322,122,39284
44485,Canário,C6370,P8437,65,84,5460
44485,Canário,C6570,P9526,156,153,23868
44485,Canário,C6880,P3590,50,42,2100
44485,Canário,C7302,P4449,259,59,15281
44486,Canário,C1187,P2235,250,168,42000
44486,Canário,C4341,P5285,136,58,7888
44486,Canário,C6178,P1424,168,140,23520
44486,Canário,C7283,P6695,205,43,8815
44486,Canário,C7359,P2838,171,88,15048
44486,Canário,C8216,P5563,157,158,24806
44486,Canário,C8546,P5199,45,134,6030
44486,Canário,C9362,P7724,117,155,18135
44486,Canário,C9404,P1779,181,152,27512
44487,Canário,C1111,P2946,251,25,6275
44487,Canário,C1172,P8264,318,155,49290
44487,Canário,C1442,P7092,88,119,10472
44487,Canário,C1571,P1422,210,59,12390
44487,Canário,C2533,P3993,68,114,7752
44487,Canário,C4734,P3804,356,155,55180
44487,Canário,C4946,P7988,149,199,29651
44487,Canário,C5179,P7855,151,170,25670
44487,Canário,C5215,P4707,278,179,49762
44487,Canário,C6466,P6261,267,155,41385
44487,Canário,C7111,P3601,111,18,1998
44487,Canário,C9048,P4785,385,38,14630
44487,Canário,C9251,P6347,216,156,33696
44487,Canário,C9313,P5520,42,43,1806
44488,Canário,C2852,P2334,114,98,11172
44488,Canário,C2963,P5074,322,116,37352
44488,Canário,C3725,P4447,56,118,6608
44488,Canário,C7946,P4497,38,110,4180
44489,Canário,C2444,P2499,152,157,23864
44489,Canário,C2463,P7307,132,47,6204
44489,Canário,C2637,P1875,357,121,43197
44489,Canário,C2899,P8737,357,135,48195
44489,Canário,C3539,P3638,96,162,15552
44489,Canário,C3735,P5434,116,110,12760
44489,Canário,C4301,P3011,221,164,36244
44489,Canário,C4799,P6904,364,52,18928
44489,Canário,C5799,P5892,13,152,1976
44489,Canário,C6488,P3451,61,106,6466
44489,Canário,C8696,P2574,320,120,38400
44489,Canário,C9669,P8077,312,101,31512
44490,Canário,C1607,P8346,369,129,47601
44490,Canário,C1639,P1415,373,135,50355
44490,Canário,C3383,P4423,400,162,64800
44490,Canário,C3542,P1711,311,78,24258
44490,Canário,C4643,P8144,118,59,6962
44490,Canário,C4823,P6514,364,179,65156
44490,Canário,C5148,P2803,73,116,8468
44490,Canário,C6098,P6770,279,78,21762
44490,Canário,C8591,P4090,365,154,56210
44490,Canário,C9291,P6691,190,20,3800
44490,Canário,C9827,P1765,349,105,36645
44491,Canário,C1345,P9739,253,151,38203
44491,Canário,C1448,P4603,43,161,6923
44491,Canário,C1682,P8234,269,93,25017
44491,Canário,C2148,P8858,59,195,11505
44491,Canário,C2528,P4717,130,89,11570
44491,Canário,C2778,P2773,130,40,5200
44491,Canário,C3177,P8240,13,89,1157
44491,Canário,C3537,P9927,398,29,11542
44491,Canário,C3653,P2051,212,155,32860
44491,Canário,C4010,P3718,307,52,15964
44491,Canário,C6708,P4566,198,32,6336
44491,Canário,C6989,P9636,93,69,6417
44491,Canário,C7046,P4716,14,143,2002
44491,Canário,C7233,P2398,230,44,10120
44491,Canário,C7262,P1138,344,52,17888
44491,Canário,C7355,P8525,24,187,4488
44491,Canário,C8046,P2049,255,74,18870
44491,Canário,C9279,P8249,106,167,17702
44491,Canário,C9622,P8437,111,171,18981
44492,Canário,C3401,P4884,388,175,67900
44492,Canário,C3893,P5884,194,29,5626
44492,Canário,C4888,P3470,130,24,3120
44492,Canário,C5138,P1235,246,17,4182
44492,Canário,C6929,P8536,92,97,8924
44492,Canário,C7513,P1758,219,184,40296
44492,Canário,C8056,P3035,314,66,20724
